"","Date","Visitor/Neutral","PTS","Home/Neutral","PTS_1","Home_team_wins","X1","pts_poss_off1920.x","pts_poss_def1920.x","efg_percent_off1920.x","efg_percent_def1920.x","tov_percent_off1920.x","tov_percent_def1920.x","orb_percent_off1920.x","orb_percent_def1920.x","ft_rate_off1920.x","ft_rate_def1920.x","pts_poss_off1920.y","pts_poss_def1920.y","efg_percent_off1920.y","efg_percent_def1920.y","tov_percent_off1920.y","tov_percent_def1920.y","orb_percent_off1920.y","orb_percent_def1920.y","ft_rate_off1920.y","ft_rate_def1920.y","HOME_TEAM_WINS","efg_diff_off","efg_diff_def","tov_diff_off","tov_diff_def","orb_diff_off","orb_diff_def","ft_diff_off","ft_diff_def","pts_poss_off","pts_poss_def","estimate"
"125","Thu, Dec 31, 2020","New Orleans Pelicans",113,"Oklahoma City Thunder",80,0,771,111.6,112.2,54.5,53.4,15.8,14,27.3,25.8,18.7,21.3,111.1,109.2,53.4,52.3,13.6,14.3,22.7,25.6,23.3,17.6,0,1.1,1.1,2.2,-0.300000000000001,4.6,0.199999999999999,-4.6,3.7,0.5,3,0.587193600701366
"126","Thu, Dec 31, 2020","New Orleans Pelicans",113,"Oklahoma City Thunder",80,0,772,111.6,112.2,54.5,53.4,15.8,14,27.3,25.8,18.7,21.3,111.1,109.2,53.4,52.3,13.6,14.3,22.7,25.6,23.3,17.6,0,1.1,1.1,2.2,-0.300000000000001,4.6,0.199999999999999,-4.6,3.7,0.5,3,0.587193600701366
"127","Thu, Dec 31, 2020","Phoenix Suns",106,"Utah Jazz",95,0,718,111.8,112,53.4,54.4,14.5,15.2,25.3,24.7,22.5,22.3,112.4,109.9,55.3,52.2,15.1,12.4,24.4,23.8,21.2,18.5,0,-1.9,2.2,-0.6,2.8,0.900000000000002,0.899999999999999,1.3,3.8,-0.600000000000009,2.09999999999999,0.502980309748698
"128","Fri, Jan 1, 2021","Memphis Grizzlies",108,"Charlotte Hornets",93,0,966,109.3,110.4,53.1,52.2,14.7,14.2,25.8,25.4,18.2,22.1,107,114,51,54.9,15.2,14.7,26.7,28.2,18.7,16.2,1,2.1,-2.7,-0.5,-0.5,-0.899999999999999,-2.8,-0.5,5.9,2.3,-3.59999999999999,0.521728014736372
"129","Fri, Jan 1, 2021","Memphis Grizzlies",108,"Charlotte Hornets",93,0,967,109.3,110.4,53.1,52.2,14.7,14.2,25.8,25.4,18.2,22.1,107,114,51,54.9,15.2,14.7,26.7,28.2,18.7,16.2,0,2.1,-2.7,-0.5,-0.5,-0.899999999999999,-2.8,-0.5,5.9,2.3,-3.59999999999999,0.521728014736372
"130","Fri, Jan 1, 2021","Miami Heat",83,"Dallas Mavericks",93,1,324,112.9,109.7,55.1,52.4,14.8,14,23.8,23.2,23.6,21.3,116.9,112,54.8,52.6,12.7,11.9,26.2,24.9,20.9,17.6,1,0.300000000000004,-0.200000000000003,2.1,2.1,-2.4,-1.7,2.7,3.7,-4,-2.3,0.521027076425867
"131","Fri, Jan 1, 2021","Boston Celtics",93,"Detroit Pistons",96,1,90,113.6,106.7,53.2,51.1,13.6,15.4,27.1,25.6,21,21.6,109.4,113.2,53,54.3,15.5,14.2,26.4,27,19.6,18.8,0,0.200000000000003,-3.2,-1.9,1.2,0.700000000000003,-1.4,1.4,2.8,4.19999999999999,-6.5,0.469216776710831
"132","Fri, Jan 1, 2021","Boston Celtics",93,"Detroit Pistons",96,1,91,113.6,106.7,53.2,51.1,13.6,15.4,27.1,25.6,21,21.6,109.4,113.2,53,54.3,15.5,14.2,26.4,27,19.6,18.8,1,0.200000000000003,-3.2,-1.9,1.2,0.700000000000003,-1.4,1.4,2.8,4.19999999999999,-6.5,0.469216776710831
"133","Fri, Jan 1, 2021","Atlanta Hawks",114,"Brooklyn Nets",96,0,1301,107.5,115.1,51.8,54.6,15.5,14.3,25.5,27.7,20.2,23.7,109.4,110.1,52.4,51.3,14.9,12.4,26.9,25.2,19.9,19,1,-0.600000000000001,3.3,0.6,1.9,-1.4,2.5,0.300000000000001,4.7,-1.90000000000001,5,0.551418644543341
"134","Fri, Jan 1, 2021","Atlanta Hawks",114,"Brooklyn Nets",96,0,1302,107.5,115.1,51.8,54.6,15.5,14.3,25.5,27.7,20.2,23.7,109.4,110.1,52.4,51.3,14.9,12.4,26.9,25.2,19.9,19,0,-0.600000000000001,3.3,0.6,1.9,-1.4,2.5,0.300000000000001,4.7,-1.90000000000001,5,0.551418644543341
"135","Fri, Jan 1, 2021","Chicago Bulls",96,"Milwaukee Bucks",126,1,1018,106.6,110,52,55,15.5,18,25.5,26.8,17.6,24.1,113.1,103.2,55.5,49.4,14.2,13.4,22.6,20.8,20.5,17.9,0,-3.5,5.6,1.3,4.6,2.9,6,-2.9,6.2,-6.5,6.8,0.53829219630336
"136","Fri, Jan 1, 2021","Chicago Bulls",96,"Milwaukee Bucks",126,1,1019,106.6,110,52,55,15.5,18,25.5,26.8,17.6,24.1,113.1,103.2,55.5,49.4,14.2,13.4,22.6,20.8,20.5,17.9,0,-3.5,5.6,1.3,4.6,2.9,6,-2.9,6.2,-6.5,6.8,0.53829219630336
"137","Fri, Jan 1, 2021","Chicago Bulls",96,"Milwaukee Bucks",126,1,1020,106.6,110,52,55,15.5,18,25.5,26.8,17.6,24.1,113.1,103.2,55.5,49.4,14.2,13.4,22.6,20.8,20.5,17.9,0,-3.5,5.6,1.3,4.6,2.9,6,-2.9,6.2,-6.5,6.8,0.53829219630336
"138","Fri, Jan 1, 2021","Washington Wizards",130,"Minnesota Timberwolves",109,0,1180,110.6,115.9,52.3,56.2,13.7,15.5,24.9,27.7,21.5,23.2,108.5,112.7,51.8,54.6,14.5,14.8,25.1,25.4,20.8,22.1,0,0.5,1.6,-0.800000000000001,0.699999999999999,-0.200000000000003,2.3,0.699999999999999,1.1,2.09999999999999,3.2,0.54836895609052
"139","Fri, Jan 1, 2021","Los Angeles Lakers",109,"San Antonio Spurs",103,0,239,112.3,106.7,54.3,51.9,15,15.8,27,24.9,20.4,20.6,112.5,113.1,53.5,54.3,12.3,12.9,21.8,23.7,21.4,19.5,1,0.799999999999997,-2.4,2.7,2.9,5.2,1.2,-1,1.1,-0.200000000000003,-6.39999999999999,0.5177912170018
"140","Fri, Jan 1, 2021","Phoenix Suns",106,"Denver Nuggets",103,0,721,111.8,112,53.4,54.4,14.5,15.2,25.3,24.7,22.5,22.3,113.2,111.1,53.7,53.3,14,14.4,27.9,25.9,18.6,20,0,-0.300000000000004,1.1,0.5,0.799999999999999,-2.6,-1.2,3.9,2.3,-1.40000000000001,0.900000000000006,0.523013845388492
"141","Fri, Jan 1, 2021","Phoenix Suns",106,"Denver Nuggets",103,0,722,111.8,112,53.4,54.4,14.5,15.2,25.3,24.7,22.5,22.3,113.2,111.1,53.7,53.3,14,14.4,27.9,25.9,18.6,20,0,-0.300000000000004,1.1,0.5,0.799999999999999,-2.6,-1.2,3.9,2.3,-1.40000000000001,0.900000000000006,0.523013845388492
"142","Fri, Jan 1, 2021","Phoenix Suns",106,"Denver Nuggets",103,0,723,111.8,112,53.4,54.4,14.5,15.2,25.3,24.7,22.5,22.3,113.2,111.1,53.7,53.3,14,14.4,27.9,25.9,18.6,20,0,-0.300000000000004,1.1,0.5,0.799999999999999,-2.6,-1.2,3.9,2.3,-1.40000000000001,0.900000000000006,0.523013845388492
"143","Fri, Jan 1, 2021","Los Angeles Clippers",100,"Utah Jazz",106,1,119,114.2,107.7,53.6,50.9,14.1,13.9,26.7,24.9,23.8,20,112.4,109.9,55.3,52.2,15.1,12.4,24.4,23.8,21.2,18.5,0,-1.7,-1.3,-1,1.5,2.3,1.1,2.6,1.5,1.8,-2.2,0.466945671837197
"144","Fri, Jan 1, 2021","Los Angeles Clippers",100,"Utah Jazz",106,1,120,114.2,107.7,53.6,50.9,14.1,13.9,26.7,24.9,23.8,20,112.4,109.9,55.3,52.2,15.1,12.4,24.4,23.8,21.2,18.5,0,-1.7,-1.3,-1,1.5,2.3,1.1,2.6,1.5,1.8,-2.2,0.466945671837197
"145","Fri, Jan 1, 2021","Los Angeles Clippers",100,"Utah Jazz",106,1,121,114.2,107.7,53.6,50.9,14.1,13.9,26.7,24.9,23.8,20,112.4,109.9,55.3,52.2,15.1,12.4,24.4,23.8,21.2,18.5,1,-1.7,-1.3,-1,1.5,2.3,1.1,2.6,1.5,1.8,-2.2,0.466945671837197
"146","Fri, Jan 1, 2021","Portland Trail Blazers",123,"Golden State Warriors",98,0,927,114,115,53.6,53.3,12.6,12.6,25.2,27.6,19.3,21,104.9,114.5,50,55.8,14.8,15.3,23.9,26.8,21,19.6,1,3.6,-2.5,-2.2,-2.7,1.3,0.800000000000001,-1.7,1.4,9.09999999999999,0.5,0.559708356492536
"147","Fri, Jan 1, 2021","Portland Trail Blazers",123,"Golden State Warriors",98,0,928,114,115,53.6,53.3,12.6,12.6,25.2,27.6,19.3,21,104.9,114.5,50,55.8,14.8,15.3,23.9,26.8,21,19.6,1,3.6,-2.5,-2.2,-2.7,1.3,0.800000000000001,-1.7,1.4,9.09999999999999,0.5,0.559708356492536
"148","Sat, Jan 2, 2021","Sacramento Kings",94,"Houston Rockets",102,1,983,109.8,112.6,53.6,54.7,14.4,15,24.4,24.9,17.5,22.2,112.9,110.2,53.9,53,13.8,15.5,23.4,27.9,23.2,19.4,0,-0.299999999999997,1.7,0.6,-0.5,1,-3,-5.7,2.8,-3.10000000000001,2.39999999999999,0.575356844763955
"149","Sat, Jan 2, 2021","Sacramento Kings",94,"Houston Rockets",102,1,984,109.8,112.6,53.6,54.7,14.4,15,24.4,24.9,17.5,22.2,112.9,110.2,53.9,53,13.8,15.5,23.4,27.9,23.2,19.4,0,-0.299999999999997,1.7,0.6,-0.5,1,-3,-5.7,2.8,-3.10000000000001,2.39999999999999,0.575356844763955
"150","Sat, Jan 2, 2021","New York Knicks",106,"Indiana Pacers",102,0,1204,106.5,112.8,50.3,54.1,14.7,13.8,28.6,24.4,18.2,22.6,110.7,108.4,53.9,51.5,13.3,14.8,23,26.8,17.1,19.4,0,-3.6,2.6,1.4,-1,5.6,-2.4,1.1,3.2,-4.2,4.39999999999999,0.513943197734436
"151","Sat, Jan 2, 2021","New York Knicks",106,"Indiana Pacers",102,0,1205,106.5,112.8,50.3,54.1,14.7,13.8,28.6,24.4,18.2,22.6,110.7,108.4,53.9,51.5,13.3,14.8,23,26.8,17.1,19.4,0,-3.6,2.6,1.4,-1,5.6,-2.4,1.1,3.2,-4.2,4.39999999999999,0.513943197734436
"152","Sat, Jan 2, 2021","Oklahoma City Thunder",108,"Orlando Magic",99,0,632,111.1,109.2,53.4,52.3,13.6,14.3,22.7,25.6,23.3,17.6,109.7,109.9,51.1,54,12.9,14.8,25.1,23.5,20,17.6,1,2.3,-1.7,0.699999999999999,-0.5,-2.4,2.1,3.3,0,1.39999999999999,-0.700000000000003,0.542547540111289
"153","Sat, Jan 2, 2021","Charlotte Hornets",112,"Philadelphia 76ers",127,1,1246,107,114,51,54.9,15.2,14.7,26.7,28.2,18.7,16.2,111.9,109.1,53.7,52.6,14.3,13.9,26.9,23.6,19.4,21.5,0,-2.7,2.3,0.899999999999999,0.799999999999999,-0.199999999999999,4.6,-0.699999999999999,-5.3,-4.90000000000001,4.90000000000001,0.54457817219489
"154","Sat, Jan 2, 2021","Cleveland Cavaliers",96,"Atlanta Hawks",91,0,1355,107.5,115.4,52.5,56,16.9,12.9,28.5,24.8,16.9,16.2,107.5,115.1,51.8,54.6,15.5,14.3,25.5,27.7,20.2,23.7,1,0.700000000000003,1.4,1.4,-1.4,3,-2.9,-3.3,-7.5,0,0.300000000000011,0.602712302788035
"155","Sat, Jan 2, 2021","Cleveland Cavaliers",96,"Atlanta Hawks",91,0,1356,107.5,115.4,52.5,56,16.9,12.9,28.5,24.8,16.9,16.2,107.5,115.1,51.8,54.6,15.5,14.3,25.5,27.7,20.2,23.7,1,0.700000000000003,1.4,1.4,-1.4,3,-2.9,-3.3,-7.5,0,0.300000000000011,0.602712302788035
"156","Sat, Jan 2, 2021","Toronto Raptors",116,"New Orleans Pelicans",120,1,182,111,105.3,53.5,50.6,14.5,16.7,24,26.3,21.1,20.3,111.6,112.2,54.5,53.4,15.8,14,27.3,25.8,18.7,21.3,1,-1,-2.8,-1.3,2.7,-3.3,0.5,2.4,-1,-0.599999999999994,-6.90000000000001,0.461627760205102
"157","Sun, Jan 3, 2021","Boston Celtics",122,"Detroit Pistons",120,0,90,113.6,106.7,53.2,51.1,13.6,15.4,27.1,25.6,21,21.6,109.4,113.2,53,54.3,15.5,14.2,26.4,27,19.6,18.8,0,0.200000000000003,-3.2,-1.9,1.2,0.700000000000003,-1.4,1.4,2.8,4.19999999999999,-6.5,0.469216776710831
"158","Sun, Jan 3, 2021","Boston Celtics",122,"Detroit Pistons",120,0,91,113.6,106.7,53.2,51.1,13.6,15.4,27.1,25.6,21,21.6,109.4,113.2,53,54.3,15.5,14.2,26.4,27,19.6,18.8,1,0.200000000000003,-3.2,-1.9,1.2,0.700000000000003,-1.4,1.4,2.8,4.19999999999999,-6.5,0.469216776710831
"159","Sun, Jan 3, 2021","Washington Wizards",123,"Brooklyn Nets",122,0,1169,110.6,115.9,52.3,56.2,13.7,15.5,24.9,27.7,21.5,23.2,109.4,110.1,52.4,51.3,14.9,12.4,26.9,25.2,19.9,19,1,-0.100000000000001,4.90000000000001,-1.2,3.1,-2,2.5,1.6,4.2,1.19999999999999,5.80000000000001,0.554567017714872
"160","Sun, Jan 3, 2021","Washington Wizards",123,"Brooklyn Nets",122,0,1170,110.6,115.9,52.3,56.2,13.7,15.5,24.9,27.7,21.5,23.2,109.4,110.1,52.4,51.3,14.9,12.4,26.9,25.2,19.9,19,1,-0.100000000000001,4.90000000000001,-1.2,3.1,-2,2.5,1.6,4.2,1.19999999999999,5.80000000000001,0.554567017714872
"161","Sun, Jan 3, 2021","Los Angeles Lakers",108,"Memphis Grizzlies",94,0,246,112.3,106.7,54.3,51.9,15,15.8,27,24.9,20.4,20.6,109.3,110.4,53.1,52.2,14.7,14.2,25.8,25.4,18.2,22.1,1,1.2,-0.300000000000004,0.300000000000001,1.6,1.2,-0.5,2.2,-1.5,3,-3.7,0.533361401703186
"162","Sun, Jan 3, 2021","Los Angeles Lakers",108,"Memphis Grizzlies",94,0,247,112.3,106.7,54.3,51.9,15,15.8,27,24.9,20.4,20.6,109.3,110.4,53.1,52.2,14.7,14.2,25.8,25.4,18.2,22.1,1,1.2,-0.300000000000004,0.300000000000001,1.6,1.2,-0.5,2.2,-1.5,3,-3.7,0.533361401703186
"163","Sun, Jan 3, 2021","Denver Nuggets",124,"Minnesota Timberwolves",109,0,600,113.2,111.1,53.7,53.3,14,14.4,27.9,25.9,18.6,20,108.5,112.7,51.8,54.6,14.5,14.8,25.1,25.4,20.8,22.1,1,1.90000000000001,-1.3,-0.5,-0.4,2.8,0.5,-2.2,-2.1,4.7,-1.60000000000001,0.55697381010077
"164","Sun, Jan 3, 2021","Denver Nuggets",124,"Minnesota Timberwolves",109,0,601,113.2,111.1,53.7,53.3,14,14.4,27.9,25.9,18.6,20,108.5,112.7,51.8,54.6,14.5,14.8,25.1,25.4,20.8,22.1,1,1.90000000000001,-1.3,-0.5,-0.4,2.8,0.5,-2.2,-2.1,4.7,-1.60000000000001,0.55697381010077
"165","Sun, Jan 3, 2021","Utah Jazz",130,"San Antonio Spurs",109,0,487,112.4,109.9,55.3,52.2,15.1,12.4,24.4,23.8,21.2,18.5,112.5,113.1,53.5,54.3,12.3,12.9,21.8,23.7,21.4,19.5,1,1.8,-2.09999999999999,2.8,-0.5,2.6,0.100000000000001,-0.199999999999999,-1,-0.0999999999999943,-3.19999999999999,0.556306942181868
"166","Sun, Jan 3, 2021","Utah Jazz",130,"San Antonio Spurs",109,0,488,112.4,109.9,55.3,52.2,15.1,12.4,24.4,23.8,21.2,18.5,112.5,113.1,53.5,54.3,12.3,12.9,21.8,23.7,21.4,19.5,0,1.8,-2.09999999999999,2.8,-0.5,2.6,0.100000000000001,-0.199999999999999,-1,-0.0999999999999943,-3.19999999999999,0.556306942181868
"167","Sun, Jan 3, 2021","Dallas Mavericks",108,"Chicago Bulls",118,1,298,116.9,112,54.8,52.6,12.7,11.9,26.2,24.9,20.9,17.6,106.6,110,52,55,15.5,18,25.5,26.8,17.6,24.1,1,2.8,-2.4,-2.8,-6.1,0.699999999999999,-1.9,3.3,-6.5,10.3,2,0.557543291811536
"168","Sun, Jan 3, 2021","Los Angeles Clippers",112,"Phoenix Suns",107,0,133,114.2,107.7,53.6,50.9,14.1,13.9,26.7,24.9,23.8,20,111.8,112,53.4,54.4,14.5,15.2,25.3,24.7,22.5,22.3,0,0.200000000000003,-3.5,-0.4,-1.3,1.4,0.199999999999999,1.3,-2.3,2.40000000000001,-4.3,0.499918367575452
"169","Sun, Jan 3, 2021","Los Angeles Clippers",112,"Phoenix Suns",107,0,134,114.2,107.7,53.6,50.9,14.1,13.9,26.7,24.9,23.8,20,111.8,112,53.4,54.4,14.5,15.2,25.3,24.7,22.5,22.3,1,0.200000000000003,-3.5,-0.4,-1.3,1.4,0.199999999999999,1.3,-2.3,2.40000000000001,-4.3,0.499918367575452
"170","Sun, Jan 3, 2021","Portland Trail Blazers",122,"Golden State Warriors",137,1,927,114,115,53.6,53.3,12.6,12.6,25.2,27.6,19.3,21,104.9,114.5,50,55.8,14.8,15.3,23.9,26.8,21,19.6,1,3.6,-2.5,-2.2,-2.7,1.3,0.800000000000001,-1.7,1.4,9.09999999999999,0.5,0.559708356492536
"171","Sun, Jan 3, 2021","Portland Trail Blazers",122,"Golden State Warriors",137,1,928,114,115,53.6,53.3,12.6,12.6,25.2,27.6,19.3,21,104.9,114.5,50,55.8,14.8,15.3,23.9,26.8,21,19.6,1,3.6,-2.5,-2.2,-2.7,1.3,0.800000000000001,-1.7,1.4,9.09999999999999,0.5,0.559708356492536
"172","Mon, Jan 4, 2021","Cleveland Cavaliers",83,"Orlando Magic",103,1,1336,107.5,115.4,52.5,56,16.9,12.9,28.5,24.8,16.9,16.2,109.7,109.9,51.1,54,12.9,14.8,25.1,23.5,20,17.6,0,1.4,2,4,-1.9,3.4,1.3,-3.1,-1.4,-2.2,5.5,0.625440490385734
"173","Mon, Jan 4, 2021","Cleveland Cavaliers",83,"Orlando Magic",103,1,1337,107.5,115.4,52.5,56,16.9,12.9,28.5,24.8,16.9,16.2,109.7,109.9,51.1,54,12.9,14.8,25.1,23.5,20,17.6,0,1.4,2,4,-1.9,3.4,1.3,-3.1,-1.4,-2.2,5.5,0.625440490385734
"174","Mon, Jan 4, 2021","Charlotte Hornets",101,"Philadelphia 76ers",118,1,1246,107,114,51,54.9,15.2,14.7,26.7,28.2,18.7,16.2,111.9,109.1,53.7,52.6,14.3,13.9,26.9,23.6,19.4,21.5,0,-2.7,2.3,0.899999999999999,0.799999999999999,-0.199999999999999,4.6,-0.699999999999999,-5.3,-4.90000000000001,4.90000000000001,0.54457817219489
"175","Mon, Jan 4, 2021","New York Knicks",113,"Atlanta Hawks",108,0,1227,106.5,112.8,50.3,54.1,14.7,13.8,28.6,24.4,18.2,22.6,107.5,115.1,51.8,54.6,15.5,14.3,25.5,27.7,20.2,23.7,1,-1.5,-0.5,-0.800000000000001,-0.5,3.1,-3.3,-2,-1.1,-1,-2.3,0.514230491765186
"176","Mon, Jan 4, 2021","New York Knicks",113,"Atlanta Hawks",108,0,1228,106.5,112.8,50.3,54.1,14.7,13.8,28.6,24.4,18.2,22.6,107.5,115.1,51.8,54.6,15.5,14.3,25.5,27.7,20.2,23.7,0,-1.5,-0.5,-0.800000000000001,-0.5,3.1,-3.3,-2,-1.1,-1,-2.3,0.514230491765186
"177","Mon, Jan 4, 2021","Oklahoma City Thunder",90,"Miami Heat",118,1,619,111.1,109.2,53.4,52.3,13.6,14.3,22.7,25.6,23.3,17.6,112.9,109.7,55.1,52.4,14.8,14,23.8,23.2,23.6,21.3,1,-1.7,-0.100000000000001,-1.2,0.300000000000001,-1.1,2.4,-0.300000000000001,-3.7,-1.80000000000001,-0.5,0.514126721200818
"178","Mon, Jan 4, 2021","Oklahoma City Thunder",90,"Miami Heat",118,1,620,111.1,109.2,53.4,52.3,13.6,14.3,22.7,25.6,23.3,17.6,112.9,109.7,55.1,52.4,14.8,14,23.8,23.2,23.6,21.3,0,-1.7,-0.100000000000001,-1.2,0.300000000000001,-1.1,2.4,-0.300000000000001,-3.7,-1.80000000000001,-0.5,0.514126721200818
"179","Mon, Jan 4, 2021","Boston Celtics",126,"Toronto Raptors",114,0,55,113.6,106.7,53.2,51.1,13.6,15.4,27.1,25.6,21,21.6,111,105.3,53.5,50.6,14.5,16.7,24,26.3,21.1,20.3,0,-0.299999999999997,0.5,-0.9,-1.3,3.1,-0.699999999999999,-0.100000000000001,1.3,2.59999999999999,1.40000000000001,0.533531495150872
"180","Mon, Jan 4, 2021","Boston Celtics",126,"Toronto Raptors",114,0,56,113.6,106.7,53.2,51.1,13.6,15.4,27.1,25.6,21,21.6,111,105.3,53.5,50.6,14.5,16.7,24,26.3,21.1,20.3,0,-0.299999999999997,0.5,-0.9,-1.3,3.1,-0.699999999999999,-0.100000000000001,1.3,2.59999999999999,1.40000000000001,0.533531495150872
"181","Mon, Jan 4, 2021","Boston Celtics",126,"Toronto Raptors",114,0,57,113.6,106.7,53.2,51.1,13.6,15.4,27.1,25.6,21,21.6,111,105.3,53.5,50.6,14.5,16.7,24,26.3,21.1,20.3,0,-0.299999999999997,0.5,-0.9,-1.3,3.1,-0.699999999999999,-0.100000000000001,1.3,2.59999999999999,1.40000000000001,0.533531495150872
"182","Mon, Jan 4, 2021","Boston Celtics",126,"Toronto Raptors",114,0,58,113.6,106.7,53.2,51.1,13.6,15.4,27.1,25.6,21,21.6,111,105.3,53.5,50.6,14.5,16.7,24,26.3,21.1,20.3,0,-0.299999999999997,0.5,-0.9,-1.3,3.1,-0.699999999999999,-0.100000000000001,1.3,2.59999999999999,1.40000000000001,0.533531495150872
"183","Mon, Jan 4, 2021","Boston Celtics",126,"Toronto Raptors",114,0,59,113.6,106.7,53.2,51.1,13.6,15.4,27.1,25.6,21,21.6,111,105.3,53.5,50.6,14.5,16.7,24,26.3,21.1,20.3,1,-0.299999999999997,0.5,-0.9,-1.3,3.1,-0.699999999999999,-0.100000000000001,1.3,2.59999999999999,1.40000000000001,0.533531495150872
"184","Mon, Jan 4, 2021","Dallas Mavericks",113,"Houston Rockets",100,0,276,116.9,112,54.8,52.6,12.7,11.9,26.2,24.9,20.9,17.6,112.9,110.2,53.9,53,13.8,15.5,23.4,27.9,23.2,19.4,0,0.899999999999999,-0.399999999999999,-1.1,-3.6,2.8,-3,-2.3,-1.8,4,1.8,0.56553681431018
"185","Mon, Jan 4, 2021","Detroit Pistons",115,"Milwaukee Bucks",125,1,1061,109.4,113.2,53,54.3,15.5,14.2,26.4,27,19.6,18.8,113.1,103.2,55.5,49.4,14.2,13.4,22.6,20.8,20.5,17.9,0,-2.5,4.9,1.3,0.799999999999999,3.8,6.2,-0.899999999999999,0.900000000000002,-3.69999999999999,10,0.565010201460351
"186","Mon, Jan 4, 2021","Detroit Pistons",115,"Milwaukee Bucks",125,1,1062,109.4,113.2,53,54.3,15.5,14.2,26.4,27,19.6,18.8,113.1,103.2,55.5,49.4,14.2,13.4,22.6,20.8,20.5,17.9,0,-2.5,4.9,1.3,0.799999999999999,3.8,6.2,-0.899999999999999,0.900000000000002,-3.69999999999999,10,0.565010201460351
"187","Mon, Jan 4, 2021","Indiana Pacers",118,"New Orleans Pelicans",116,0,534,110.7,108.4,53.9,51.5,13.3,14.8,23,26.8,17.1,19.4,111.6,112.2,54.5,53.4,15.8,14,27.3,25.8,18.7,21.3,0,-0.600000000000001,-1.9,-2.5,0.800000000000001,-4.3,1,-1.6,-1.9,-0.899999999999991,-3.8,0.501528380278239
"188","Mon, Jan 4, 2021","Sacramento Kings",106,"Golden State Warriors",137,1,1015,109.8,112.6,53.6,54.7,14.4,15,24.4,24.9,17.5,22.2,104.9,114.5,50,55.8,14.8,15.3,23.9,26.8,21,19.6,0,3.6,-1.09999999999999,-0.4,-0.300000000000001,0.5,-1.9,-3.5,2.6,4.89999999999999,-1.90000000000001,0.579015267465712
"189","Mon, Jan 4, 2021","Sacramento Kings",106,"Golden State Warriors",137,1,1016,109.8,112.6,53.6,54.7,14.4,15,24.4,24.9,17.5,22.2,104.9,114.5,50,55.8,14.8,15.3,23.9,26.8,21,19.6,1,3.6,-1.09999999999999,-0.4,-0.300000000000001,0.5,-1.9,-3.5,2.6,4.89999999999999,-1.90000000000001,0.579015267465712
"190","Mon, Jan 4, 2021","Sacramento Kings",106,"Golden State Warriors",137,1,1017,109.8,112.6,53.6,54.7,14.4,15,24.4,24.9,17.5,22.2,104.9,114.5,50,55.8,14.8,15.3,23.9,26.8,21,19.6,1,3.6,-1.09999999999999,-0.4,-0.300000000000001,0.5,-1.9,-3.5,2.6,4.89999999999999,-1.90000000000001,0.579015267465712
"191","Tue, Jan 5, 2021","Utah Jazz",96,"Brooklyn Nets",130,1,489,112.4,109.9,55.3,52.2,15.1,12.4,24.4,23.8,21.2,18.5,109.4,110.1,52.4,51.3,14.9,12.4,26.9,25.2,19.9,19,1,2.9,0.900000000000006,0.199999999999999,0,-2.5,-1.4,1.3,-0.5,3,-0.199999999999989,0.58276794460135
"192","Tue, Jan 5, 2021","Los Angeles Lakers",94,"Memphis Grizzlies",92,0,246,112.3,106.7,54.3,51.9,15,15.8,27,24.9,20.4,20.6,109.3,110.4,53.1,52.2,14.7,14.2,25.8,25.4,18.2,22.1,1,1.2,-0.300000000000004,0.300000000000001,1.6,1.2,-0.5,2.2,-1.5,3,-3.7,0.533361401703186
"193","Tue, Jan 5, 2021","Los Angeles Lakers",94,"Memphis Grizzlies",92,0,247,112.3,106.7,54.3,51.9,15,15.8,27,24.9,20.4,20.6,109.3,110.4,53.1,52.2,14.7,14.2,25.8,25.4,18.2,22.1,1,1.2,-0.300000000000004,0.300000000000001,1.6,1.2,-0.5,2.2,-1.5,3,-3.7,0.533361401703186
"194","Tue, Jan 5, 2021","Minnesota Timberwolves",116,"Denver Nuggets",123,1,1121,108.5,112.7,51.8,54.6,14.5,14.8,25.1,25.4,20.8,22.1,113.2,111.1,53.7,53.3,14,14.4,27.9,25.9,18.6,20,0,-1.90000000000001,1.3,0.5,0.4,-2.8,-0.5,2.2,2.1,-4.7,1.60000000000001,0.514776004437172
"195","Tue, Jan 5, 2021","Minnesota Timberwolves",116,"Denver Nuggets",123,1,1122,108.5,112.7,51.8,54.6,14.5,14.8,25.1,25.4,20.8,22.1,113.2,111.1,53.7,53.3,14,14.4,27.9,25.9,18.6,20,0,-1.90000000000001,1.3,0.5,0.4,-2.8,-0.5,2.2,2.1,-4.7,1.60000000000001,0.514776004437172
"196","Tue, Jan 5, 2021","San Antonio Spurs",116,"Los Angeles Clippers",113,0,796,112.5,113.1,53.5,54.3,12.3,12.9,21.8,23.7,21.4,19.5,114.2,107.7,53.6,50.9,14.1,13.9,26.7,24.9,23.8,20,0,-0.100000000000001,3.4,-1.8,-1,-4.9,-1.2,-2.4,-0.5,-1.7,5.39999999999999,0.583762714327958
"197","Tue, Jan 5, 2021","San Antonio Spurs",116,"Los Angeles Clippers",113,0,797,112.5,113.1,53.5,54.3,12.3,12.9,21.8,23.7,21.4,19.5,114.2,107.7,53.6,50.9,14.1,13.9,26.7,24.9,23.8,20,1,-0.100000000000001,3.4,-1.8,-1,-4.9,-1.2,-2.4,-0.5,-1.7,5.39999999999999,0.583762714327958
