Home,Away,PTS_home,PTS_away,HOME_TEAM_WINS,pts_poss_off1920.x,pts_poss_def1920.x,efg_percent_off1920.x,efg_percent_def1920.x,tov_percent_off1920.x,tov_percent_def1920.x,orb_percent_off1920.x,orb_percent_def1920.x,ft_rate_off1920.x,ft_rate_def1920.x,pts_poss_off1920.y,pts_poss_def1920.y,efg_percent_off1920.y,efg_percent_def1920.y,tov_percent_off1920.y,tov_percent_def1920.y,orb_percent_off1920.y,orb_percent_def1920.y,ft_rate_off1920.y,ft_rate_def1920.y,efg_diff_off,efg_diff_def,tov_diff_off,tov_diff_def,orb_diff_off,orb_diff_def,ft_diff_off,ft_diff_def,pts_poss_off,pts_poss_def,estimate,pred,accuracy
Cleveland Cavaliers,Philadelphia 76ers,108,94,1,200.7,194.76000000000002,100.35,98.1,30.33,28.439999999999998,48.6,42.39,30.419999999999998,30.6,196.11,195.20999999999998,95.22,95.4,28.17,27.450000000000003,51.300000000000004,45.09,36.63,34.650000000000006,4.949999999999989,2.8799999999999955,2.8799999999999955,0.269999999999996,3.509999999999998,-8.910000000000004,-4.2300000000000075,-6.030000000000001,5.490000000000009,-1.3499999999999943,0.6693216087707485,1,1
Washington Wizards,Brooklyn Nets,110,106,1,195.48,207.09,95.67,97.74000000000001,25.65,25.83,41.94,48.51,33.03,48.870000000000005,196.92000000000002,187.47000000000003,96.39,87.30000000000001,28.98,25.740000000000002,46.800000000000004,50.67,39.6,31.14,8.36999999999999,1.3500000000000085,-0.09000000000000341,-3.150000000000002,-8.730000000000004,1.7099999999999937,1.8900000000000006,9.270000000000003,8.009999999999962,10.169999999999987,0.657107032648233,1,1
Atlanta Hawks,Orlando Magic,120,130,0,208.07999999999998,201.42000000000002,99.81,92.34,28.35,22.770000000000003,45.629999999999995,47.16,49.68,43.2,201.87,195.75,93.69,97.56,23.580000000000002,27.36,45.81,41.49000000000001,44.55,29.610000000000003,2.25,-1.3499999999999943,0.990000000000002,-0.8099999999999987,4.139999999999986,1.3499999999999943,20.069999999999997,-1.3499999999999943,12.329999999999984,-0.44999999999998863,0.4692608264810409,0,1
Miami Heat,Minnesota Timberwolves,126,129,0,199.35000000000002,192.96,101.25,92.69999999999999,31.14,28.71,38.25,45.36,41.31,44.1,192.15,202.05,89.1,97.74000000000001,24.660000000000004,28.08,49.050000000000004,51.75,33.660000000000004,34.56,3.509999999999991,3.5999999999999943,3.0600000000000023,4.049999999999997,-13.5,-3.690000000000005,6.75,10.439999999999998,-2.6999999999999886,0.8100000000000023,0.580755204587334,1,0
Houston Rockets,Memphis Grizzlies,140,112,1,204.3,211.32,100.08,101.07,26.55,26.19,40.5,55.44,41.94,31.14,195.75,200.79000000000002,93.24000000000001,93.42000000000002,24.48,24.84,45,45.54,34.65,43.2,6.659999999999982,7.829999999999984,1.7100000000000009,1.7100000000000009,-5.039999999999999,10.439999999999998,-1.2600000000000051,-3.509999999999998,3.509999999999991,15.569999999999993,0.724668356681848,1,1
San Antonio Spurs,Dallas Mavericks,103,109,0,201.06,197.64,96.03,94.68,23.22,20.61,40.77,39.959999999999994,33.21,31.23,211.68,199.53,99.53999999999999,96.84,19.8,25.560000000000002,38.25,44.010000000000005,41.76,35.730000000000004,-0.8100000000000023,-4.859999999999985,-2.3400000000000034,0.8099999999999987,-3.240000000000002,1.7099999999999937,-2.520000000000003,-10.529999999999998,1.5300000000000011,-14.04000000000002,0.48638281084531754,0,1
Phoenix Suns,Los Angeles Clippers,92,102,0,197.37,193.23000000000002,95.67,93.6,24.660000000000004,26.55,41.4,41.85,33.66,43.2,201.15,204.39000000000001,96.57000000000001,96.66,28.080000000000002,24.75,46.53,46.08,41.85,44.1,-0.9899999999999949,-2.970000000000013,-0.0899999999999963,-1.5300000000000011,-4.68,-4.68,-10.440000000000005,1.3500000000000014,-7.02000000000001,-7.9199999999999875,0.5424867603048894,1,0
Utah Jazz,Boston Celtics,103,114,0,202.68,196.47000000000003,97.38,92.97,27.54,21.15,50.13,42.3,35.82,30.510000000000005,200.88,202.05,94.32000000000001,99.09,23.94,28.080000000000002,50.67,45.900000000000006,31.770000000000003,37.44,-1.710000000000008,-1.3500000000000085,-0.5400000000000027,-2.7900000000000027,4.229999999999997,-8.370000000000005,-1.6199999999999974,-1.259999999999998,0.6299999999999955,-4.409999999999968,0.5103741835369069,1,0
Indiana Pacers,Charlotte Hornets,119,80,1,200.79000000000002,189.09,99.81,93.24000000000001,24.93,29.34,40.769999999999996,41.760000000000005,30.060000000000002,35.64,191.51999999999998,199.89,92.88,99.36,26.189999999999998,29.880000000000003,44.370000000000005,47.879999999999995,29.159999999999997,32.58,0.45000000000000284,0.36000000000001364,-4.950000000000003,3.150000000000002,-7.109999999999999,-2.6099999999999994,-2.519999999999996,6.480000000000004,0.9000000000000341,-2.4299999999999784,0.5014769368423625,1,1
Toronto Raptors,Milwaukee Bucks,97,108,0,193.41000000000003,196.65,96.48,98.91,27.270000000000003,33.48,42.3,52.47,29.07,28.89,205.74,197.10000000000002,99.36,93.06,25.47,22.05,46.620000000000005,40.95,37.17,30.24,3.4200000000000017,-0.45000000000000284,5.220000000000002,8.009999999999998,1.3499999999999943,5.849999999999994,-1.1699999999999982,-8.280000000000001,-3.6899999999999977,-9.090000000000003,0.5892133734476819,1,0
Chicago Bulls,Oklahoma City Thunder,122,124,0,188.64,205.01999999999998,93.87,101.34,31.14,29.88,44.64,44.46000000000001,37.71,43.2,195.75,194.04000000000002,95.94,94.05000000000001,27.27,26.1,42.93,44.730000000000004,38.07000000000001,31.5,-0.18000000000000682,5.400000000000006,5.039999999999999,2.6099999999999994,-0.09000000000000341,1.5300000000000082,6.210000000000001,5.1299999999999955,-5.400000000000034,9.269999999999982,0.575778142382821,1,0
Denver Nuggets,Detroit Pistons,115,98,1,206.64000000000001,204.12,99.09,98.64,25.38,28.71,49.5,48.69,36.36,39.150000000000006,192.42000000000002,203.94,93.15,98.82,26.910000000000004,25.11,46.62,42.75,31.77,41.040000000000006,0.27000000000001023,5.489999999999995,0.2699999999999996,1.7999999999999972,6.75,2.0700000000000003,-4.680000000000007,7.380000000000006,2.700000000000017,11.699999999999989,0.5950968537992136,1,1
Los Angeles Lakers,New Orleans Pelicans,118,109,1,208.62,193.41000000000003,103.05000000000001,93.87,28.44,25.92,47.52,43.47,36.09,32.85,193.86,192.87,94.77000000000001,96.12,29.97,28.53,48.6,40.77,37.53,32.040000000000006,6.930000000000007,-0.9000000000000057,-0.08999999999999986,-4.049999999999997,6.75,-5.130000000000003,4.049999999999997,-4.68,15.75,-0.44999999999998863,0.6195531030320043,1,1
Portland Trail Blazers,Boston Celtics,106,118,0,204.3,207.99,96.03,98.55000000000001,19.98,23.4,44.730000000000004,44.370000000000005,31.230000000000004,36,200.88,202.05,94.32000000000001,99.09,23.94,28.080000000000002,50.67,45.900000000000006,31.770000000000003,37.44,-3.0600000000000023,4.230000000000004,-8.100000000000001,-0.5400000000000027,-1.1700000000000017,-6.299999999999997,-6.209999999999994,4.229999999999997,2.25,7.110000000000014,0.5133729046876101,1,0
Golden State Warriors,Sacramento Kings,94,112,0,181.89000000000001,206.73000000000002,84.33000000000001,104.94,24.75,30.96,40.95,47.43,36.99000000000001,42.480000000000004,195.12,199.98000000000002,93.42000000000002,96.12,26.37,23.58,46.71,42.120000000000005,38.519999999999996,32.85,-11.789999999999992,11.519999999999982,1.1700000000000017,4.59,-1.1700000000000017,0.7199999999999989,4.140000000000008,3.960000000000008,-18.090000000000003,11.610000000000014,0.4691402248275236,0,1
Cleveland Cavaliers,Miami Heat,125,119,1,200.7,194.76000000000002,100.35,98.1,30.33,28.439999999999998,48.6,42.39,30.419999999999998,30.6,199.35000000000002,192.96,101.25,92.69999999999999,31.14,28.71,38.25,45.36,41.31,44.1,7.650000000000006,-3.1500000000000057,1.6199999999999974,-2.700000000000003,3.240000000000002,4.140000000000001,-13.680000000000003,-10.71,7.739999999999981,-4.590000000000003,0.6987181779468701,1,1
Philadelphia 76ers,Atlanta Hawks,129,112,1,196.11,195.20999999999998,95.22,95.4,28.17,27.450000000000003,51.300000000000004,45.09,36.63,34.650000000000006,208.07999999999998,201.42000000000002,99.81,92.34,28.35,22.770000000000003,45.629999999999995,47.16,49.68,43.2,2.8799999999999955,-4.409999999999997,5.399999999999999,-0.8999999999999986,4.140000000000008,-0.539999999999992,-6.57,-15.029999999999994,-5.310000000000002,-12.870000000000005,0.6165167887727245,1,1
Washington Wizards,Milwaukee Bucks,134,137,0,195.48,207.09,95.67,97.74000000000001,25.65,25.83,41.94,48.51,33.03,48.870000000000005,205.74,197.10000000000002,99.36,93.06,25.47,22.05,46.620000000000005,40.95,37.17,30.24,2.6099999999999994,-1.6199999999999903,3.599999999999998,0.35999999999999943,0.9899999999999949,1.8899999999999935,2.7900000000000027,11.700000000000003,-1.620000000000033,1.3499999999999943,0.5361328260568348,1,0
Brooklyn Nets,Orlando Magic,113,115,0,196.92000000000002,187.47000000000003,96.39,87.30000000000001,28.98,25.740000000000002,46.800000000000004,50.67,39.6,31.14,201.87,195.75,93.69,97.56,23.580000000000002,27.36,45.81,41.49000000000001,44.55,29.610000000000003,-1.1700000000000017,-6.389999999999986,1.620000000000001,2.16,5.309999999999995,4.859999999999999,9.989999999999998,-13.409999999999997,1.170000000000016,-14.399999999999977,0.42422826698423194,0,1
Houston Rockets,New York Knicks,123,112,1,204.3,211.32,100.08,101.07,26.55,26.19,40.5,55.44,41.94,31.14,194.85000000000002,202.41,94.13999999999999,94.41,27.900000000000002,23.040000000000003,47.61,49.230000000000004,35.370000000000005,39.06,5.670000000000002,6.930000000000007,3.509999999999998,-1.7100000000000009,-8.730000000000004,7.829999999999998,2.8799999999999955,-4.230000000000004,1.8900000000000148,16.46999999999997,0.7174777289442179,1,1
Dallas Mavericks,Minnesota Timberwolves,139,123,1,211.68,199.53,99.53999999999999,96.84,19.8,25.560000000000002,38.25,44.010000000000005,41.76,35.730000000000004,192.15,202.05,89.1,97.74000000000001,24.660000000000004,28.08,49.050000000000004,51.75,33.660000000000004,34.56,1.799999999999983,7.740000000000009,-8.279999999999998,0.8999999999999986,-13.5,-5.039999999999999,7.199999999999996,2.0700000000000003,9.629999999999995,7.3799999999999955,0.5664302855530646,1,1
Utah Jazz,Phoenix Suns,111,131,0,202.68,196.47000000000003,97.38,92.97,27.54,21.15,50.13,42.3,35.82,30.510000000000005,197.37,193.23000000000002,95.67,93.6,24.660000000000004,26.55,41.4,41.85,33.66,43.2,3.780000000000001,-2.700000000000003,0.9899999999999984,-3.510000000000005,8.280000000000001,0.8999999999999986,-7.380000000000003,-3.1499999999999915,9.449999999999989,-0.8999999999999773,0.6112010098770323,1,0
Los Angeles Clippers,Memphis Grizzlies,124,97,1,201.15,204.39000000000001,96.57000000000001,96.66,28.080000000000002,24.75,46.53,46.08,41.85,44.1,195.75,200.79000000000002,93.24000000000001,93.42000000000002,24.48,24.84,45,45.54,34.65,43.2,3.1499999999999915,3.4199999999999875,3.240000000000002,0.2699999999999996,0.990000000000002,1.0799999999999983,-1.3500000000000014,9.450000000000003,0.3599999999999852,8.640000000000015,0.6211218858625318,1,1
Los Angeles Lakers,Boston Celtics,114,112,1,208.62,193.41000000000003,103.05000000000001,93.87,28.44,25.92,47.52,43.47,36.09,32.85,200.88,202.05,94.32000000000001,99.09,23.94,28.080000000000002,50.67,45.900000000000006,31.770000000000003,37.44,3.960000000000008,-0.45000000000000284,0.35999999999999943,1.9800000000000004,1.6199999999999974,-7.200000000000003,-1.3499999999999943,1.0799999999999983,6.569999999999993,-7.46999999999997,0.5733288523894622,1,1
Toronto Raptors,Indiana Pacers,127,81,1,193.41000000000003,196.65,96.48,98.91,27.270000000000003,33.48,42.3,52.47,29.07,28.89,200.79000000000002,189.09,99.81,93.24000000000001,24.93,29.34,40.769999999999996,41.760000000000005,30.060000000000002,35.64,3.239999999999995,-0.9000000000000057,-2.0699999999999967,8.549999999999997,0.539999999999992,11.700000000000003,-6.57,-1.1700000000000017,4.320000000000022,-4.140000000000015,0.5472461734918478,1,1
Denver Nuggets,Minnesota Timberwolves,128,116,1,206.64000000000001,204.12,99.09,98.64,25.38,28.71,49.5,48.69,36.36,39.150000000000006,192.15,202.05,89.1,97.74000000000001,24.660000000000004,28.08,49.050000000000004,51.75,33.660000000000004,34.56,1.3499999999999943,9.540000000000006,-2.6999999999999993,4.049999999999997,-2.25,-0.36000000000000654,1.7999999999999972,5.490000000000002,4.590000000000003,11.969999999999999,0.6072469881800998,1,1
Chicago Bulls,Washington Wizards,126,117,1,188.64,205.01999999999998,93.87,101.34,31.14,29.88,44.64,44.46000000000001,37.71,43.2,195.48,207.09,95.67,97.74000000000001,25.65,25.83,41.94,48.51,33.03,48.870000000000005,-3.8700000000000045,5.670000000000002,5.310000000000002,4.23,-3.8699999999999974,2.5200000000000102,-11.160000000000004,10.170000000000002,-18.450000000000017,9.539999999999992,0.5946040693434642,1,1
Oklahoma City Thunder,San Antonio Spurs,131,103,1,195.75,194.04000000000002,95.94,94.05000000000001,27.27,26.1,42.93,44.730000000000004,38.07000000000001,31.5,201.06,197.64,96.03,94.68,23.22,20.61,40.77,39.959999999999994,33.21,31.23,1.259999999999991,-1.9799999999999898,6.66,2.8800000000000026,2.970000000000006,3.960000000000001,6.840000000000007,-1.7100000000000009,-1.8899999999999864,-7.019999999999982,0.527758892373115,1,1
Golden State Warriors,New Orleans Pelicans,101,115,0,181.89000000000001,206.73000000000002,84.33000000000001,104.94,24.75,30.96,40.95,47.43,36.99000000000001,42.480000000000004,193.86,192.87,94.77000000000001,96.12,29.97,28.53,48.6,40.77,37.53,32.040000000000006,-11.789999999999992,10.169999999999987,-3.780000000000001,0.990000000000002,0.17999999999999972,-1.1700000000000017,4.950000000000003,4.950000000000003,-10.97999999999999,12.870000000000005,0.4340065352986274,0,1
Portland Trail Blazers,Detroit Pistons,107,104,1,204.3,207.99,96.03,98.55000000000001,19.98,23.4,44.730000000000004,44.370000000000005,31.230000000000004,36,192.42000000000002,203.94,93.15,98.82,26.910000000000004,25.11,46.62,42.75,31.77,41.040000000000006,-2.789999999999992,5.400000000000006,-5.129999999999999,-3.510000000000005,1.980000000000004,-2.249999999999993,-9.810000000000002,4.23,0.36000000000001364,15.569999999999993,0.5804238074650352,1,1
Los Angeles Clippers,Sacramento Kings,103,112,0,201.15,204.39000000000001,96.57000000000001,96.66,28.080000000000002,24.75,46.53,46.08,41.85,44.1,195.12,199.98000000000002,93.42000000000002,96.12,26.37,23.58,46.71,42.120000000000005,38.519999999999996,32.85,0.45000000000000284,3.2399999999999807,4.5000000000000036,-1.620000000000001,4.409999999999997,-0.6300000000000026,9,5.580000000000005,1.1699999999999875,9.27000000000001,0.5597718310972427,1,0
Charlotte Hornets,Brooklyn Nets,86,115,0,191.51999999999998,199.89,92.88,99.36,26.189999999999998,29.880000000000003,44.370000000000005,47.879999999999995,29.159999999999997,32.58,196.92000000000002,187.47000000000003,96.39,87.30000000000001,28.98,25.740000000000002,46.800000000000004,50.67,39.6,31.14,5.579999999999984,2.969999999999999,0.44999999999999574,0.9000000000000021,-6.299999999999997,1.0799999999999912,-1.980000000000004,-7.020000000000003,4.0499999999999545,2.9699999999999704,0.66711789549374,1,0
Atlanta Hawks,Dallas Mavericks,111,107,1,208.07999999999998,201.42000000000002,99.81,92.34,28.35,22.770000000000003,45.629999999999995,47.16,49.68,43.2,211.68,199.53,99.53999999999999,96.84,19.8,25.560000000000002,38.25,44.010000000000005,41.76,35.730000000000004,2.969999999999999,-7.199999999999989,2.789999999999999,2.9700000000000024,1.6199999999999903,8.909999999999997,13.949999999999996,1.4400000000000048,8.549999999999983,-10.259999999999991,0.4304319557555771,0,0
Miami Heat,Cleveland Cavaliers,124,105,1,199.35000000000002,192.96,101.25,92.69999999999999,31.14,28.71,38.25,45.36,41.31,44.1,200.7,194.76000000000002,100.35,98.1,30.33,28.439999999999998,48.6,42.39,30.419999999999998,30.6,3.1500000000000057,-7.650000000000006,2.700000000000003,-1.6199999999999974,-4.140000000000001,-3.240000000000002,10.71,13.680000000000003,4.590000000000003,-7.739999999999981,0.44053520939109814,0,0
Chicago Bulls,Phoenix Suns,104,112,0,188.64,205.01999999999998,93.87,101.34,31.14,29.88,44.64,44.46000000000001,37.71,43.2,197.37,193.23000000000002,95.67,93.6,24.660000000000004,26.55,41.4,41.85,33.66,43.2,0.27000000000001023,5.670000000000002,4.59,5.219999999999995,2.789999999999999,3.0600000000000094,-5.490000000000002,9.540000000000006,-4.590000000000032,7.649999999999977,0.6088994993913883,1,0
Milwaukee Bucks,Philadelphia 76ers,119,98,1,205.74,197.10000000000002,99.36,93.06,25.47,22.05,46.620000000000005,40.95,37.17,30.24,196.11,195.20999999999998,95.22,95.4,28.17,27.450000000000003,51.300000000000004,45.09,36.63,34.650000000000006,3.9599999999999937,-2.1599999999999966,-1.980000000000004,-6.120000000000001,1.5300000000000011,-10.350000000000001,2.519999999999996,-6.390000000000004,10.53000000000003,0.9900000000000091,0.5787652937541973,1,1
Utah Jazz,Houston Rockets,110,120,0,202.68,196.47000000000003,97.38,92.97,27.54,21.15,50.13,42.3,35.82,30.510000000000005,204.3,211.32,100.08,101.07,26.55,26.19,40.5,55.44,41.94,31.14,-3.6899999999999977,-7.109999999999999,1.3499999999999979,-5.400000000000002,-5.309999999999995,1.7999999999999972,4.68,-11.429999999999993,-8.639999999999986,-7.829999999999984,0.4499275378506667,0,1
Orlando Magic,Dallas Mavericks,106,122,0,201.87,195.75,93.69,97.56,23.580000000000002,27.36,45.81,41.49000000000001,44.55,29.610000000000003,211.68,199.53,99.53999999999999,96.84,19.8,25.560000000000002,38.25,44.010000000000005,41.76,35.730000000000004,-3.1500000000000057,-1.9799999999999898,-1.9800000000000004,7.559999999999999,1.7999999999999972,3.240000000000009,8.819999999999993,-12.149999999999995,2.3400000000000034,-15.930000000000007,0.40289769882427134,0,1
Washington Wizards,Cleveland Cavaliers,108,113,0,195.48,207.09,95.67,97.74000000000001,25.65,25.83,41.94,48.51,33.03,48.870000000000005,200.7,194.76000000000002,100.35,98.1,30.33,28.439999999999998,48.6,42.39,30.419999999999998,30.6,-2.4299999999999926,-2.609999999999985,-2.789999999999999,-4.5,-0.45000000000000284,-0.09000000000000341,2.4299999999999997,18.450000000000006,0.7199999999999704,6.390000000000015,0.43158180979451266,0,1
New York Knicks,Indiana Pacers,98,106,0,194.85000000000002,202.41,94.13999999999999,94.41,27.900000000000002,23.040000000000003,47.61,49.230000000000004,35.370000000000005,39.06,200.79000000000002,189.09,99.81,93.24000000000001,24.93,29.34,40.769999999999996,41.760000000000005,30.060000000000002,35.64,0.8999999999999773,-5.400000000000006,-1.4399999999999977,-1.889999999999997,5.849999999999994,8.460000000000008,-0.269999999999996,9,5.760000000000019,1.6199999999999761,0.46780851968161946,0,1
Toronto Raptors,Phoenix Suns,118,101,1,193.41000000000003,196.65,96.48,98.91,27.270000000000003,33.48,42.3,52.47,29.07,28.89,197.37,193.23000000000002,95.67,93.6,24.660000000000004,26.55,41.4,41.85,33.66,43.2,2.8800000000000097,3.239999999999995,0.7200000000000024,8.819999999999993,0.44999999999999574,11.07,-14.130000000000003,-4.769999999999996,0.18000000000000682,-0.7199999999999989,0.6444126476445771,1,1
Minnesota Timberwolves,Boston Celtics,117,127,0,192.15,202.05,89.1,97.74000000000001,24.660000000000004,28.08,49.050000000000004,51.75,33.660000000000004,34.56,200.88,202.05,94.32000000000001,99.09,23.94,28.080000000000002,50.67,45.900000000000006,31.770000000000003,37.44,-9.990000000000009,3.4200000000000017,-3.419999999999998,4.139999999999997,3.1499999999999986,1.0799999999999983,-3.779999999999994,2.789999999999999,-9.900000000000006,1.170000000000016,0.4076031562869592,0,1
Oklahoma City Thunder,Denver Nuggets,113,101,1,195.75,194.04000000000002,95.94,94.05000000000001,27.27,26.1,42.93,44.730000000000004,38.07000000000001,31.5,206.64000000000001,204.12,99.09,98.64,25.38,28.71,49.5,48.69,36.36,39.150000000000006,-2.700000000000003,-5.039999999999992,-1.4400000000000013,0.7200000000000024,-5.759999999999998,-4.769999999999996,-1.0799999999999983,-4.859999999999999,-8.370000000000005,-12.599999999999994,0.44602747212551397,0,0
Utah Jazz,San Antonio Spurs,104,113,0,202.68,196.47000000000003,97.38,92.97,27.54,21.15,50.13,42.3,35.82,30.510000000000005,201.06,197.64,96.03,94.68,23.22,20.61,40.77,39.959999999999994,33.21,31.23,2.6999999999999886,-3.0600000000000023,6.93,-2.0700000000000003,10.170000000000009,1.529999999999994,4.59,-2.6999999999999957,5.0400000000000205,-4.589999999999975,0.5667373656822184,1,0
Los Angeles Lakers,Memphis Grizzlies,117,105,1,208.62,193.41000000000003,103.05000000000001,93.87,28.44,25.92,47.52,43.47,36.09,32.85,195.75,200.79000000000002,93.24000000000001,93.42000000000002,24.48,24.84,45,45.54,34.65,43.2,9.629999999999995,0.6299999999999955,3.6000000000000014,1.4400000000000013,1.980000000000004,-1.5300000000000011,-7.109999999999999,-1.7999999999999972,7.829999999999984,-2.339999999999975,0.707579102371723,1,1
Portland Trail Blazers,New Orleans Pelicans,115,128,0,204.3,207.99,96.03,98.55000000000001,19.98,23.4,44.730000000000004,44.370000000000005,31.230000000000004,36,193.86,192.87,94.77000000000001,96.12,29.97,28.53,48.6,40.77,37.53,32.040000000000006,-0.09000000000000341,3.780000000000001,-8.55,-6.57,3.960000000000001,-4.229999999999997,-0.8100000000000023,-1.5300000000000011,11.430000000000007,14.129999999999995,0.5611203780128039,1,0
Detroit Pistons,Milwaukee Bucks,106,126,0,192.42000000000002,203.94,93.15,98.82,26.910000000000004,25.11,46.62,42.75,31.77,41.040000000000006,205.74,197.10000000000002,99.36,93.06,25.47,22.05,46.620000000000005,40.95,37.17,30.24,0.09000000000000341,-0.5400000000000063,4.860000000000003,-0.35999999999999943,5.669999999999995,-3.8700000000000045,1.5300000000000011,3.8700000000000045,-4.680000000000007,-1.8000000000000114,0.540917625908947,1,0
Atlanta Hawks,Miami Heat,129,124,1,208.07999999999998,201.42000000000002,99.81,92.34,28.35,22.770000000000003,45.629999999999995,47.16,49.68,43.2,199.35000000000002,192.96,101.25,92.69999999999999,31.14,28.71,38.25,45.36,41.31,44.1,7.110000000000014,-8.909999999999997,-0.35999999999999943,-8.369999999999997,0.269999999999996,8.909999999999997,5.579999999999998,1.8900000000000006,15.119999999999976,2.069999999999993,0.5459299484425185,1,1
Philadelphia 76ers,Brooklyn Nets,112,104,1,196.11,195.20999999999998,95.22,95.4,28.17,27.450000000000003,51.300000000000004,45.09,36.63,34.650000000000006,196.92000000000002,187.47000000000003,96.39,87.30000000000001,28.98,25.740000000000002,46.800000000000004,50.67,39.6,31.14,7.9199999999999875,-0.9899999999999949,2.4299999999999997,-1.5299999999999976,0.6300000000000026,-1.7100000000000009,5.490000000000002,-4.949999999999996,8.639999999999986,-1.7100000000000364,0.6347659867835451,1,1
Chicago Bulls,Charlotte Hornets,93,103,0,188.64,205.01999999999998,93.87,101.34,31.14,29.88,44.64,44.46000000000001,37.71,43.2,191.51999999999998,199.89,92.88,99.36,26.189999999999998,29.880000000000003,44.370000000000005,47.879999999999995,29.159999999999997,32.58,-5.489999999999995,8.460000000000008,1.259999999999998,3.6900000000000013,-3.239999999999995,0.09000000000000341,5.130000000000003,14.040000000000006,-11.25,13.5,0.499894874072159,0,1
Sacramento Kings,Memphis Grizzlies,129,125,1,195.12,199.98000000000002,93.42000000000002,96.12,26.37,23.58,46.71,42.120000000000005,38.519999999999996,32.85,195.75,200.79000000000002,93.24000000000001,93.42000000000002,24.48,24.84,45,45.54,34.65,43.2,0,2.8799999999999955,1.5300000000000011,-0.9000000000000021,1.1700000000000017,-2.8799999999999955,-4.680000000000007,-1.7999999999999972,-5.670000000000016,4.230000000000018,0.6049466634916367,1,1
Golden State Warriors,Houston Rockets,105,135,0,181.89000000000001,206.73000000000002,84.33000000000001,104.94,24.75,30.96,40.95,47.43,36.99000000000001,42.480000000000004,204.3,211.32,100.08,101.07,26.55,26.19,40.5,55.44,41.94,31.14,-16.73999999999998,4.859999999999999,-1.4400000000000013,4.41,-14.489999999999995,6.93,5.8500000000000085,0.5400000000000063,-29.42999999999998,2.430000000000007,0.33176899058514253,0,1
Boston Celtics,Los Angeles Clippers,141,133,1,200.88,202.05,94.32000000000001,99.09,23.94,28.080000000000002,50.67,45.900000000000006,31.770000000000003,37.44,201.15,204.39000000000001,96.57000000000001,96.66,28.080000000000002,24.75,46.53,46.08,41.85,44.1,-2.339999999999989,2.519999999999996,-0.8099999999999987,0,4.590000000000003,-0.6299999999999955,-12.329999999999998,-4.410000000000004,-3.5100000000000193,0.9000000000000057,0.588317930207917,1,1
New Orleans Pelicans,Oklahoma City Thunder,118,123,0,193.86,192.87,94.77000000000001,96.12,29.97,28.53,48.6,40.77,37.53,32.040000000000006,195.75,194.04000000000002,95.94,94.05000000000001,27.27,26.1,42.93,44.730000000000004,38.07000000000001,31.5,0.7199999999999989,0.18000000000000682,3.8699999999999974,1.2600000000000016,3.8699999999999974,-2.1599999999999966,6.030000000000001,-6.030000000000001,-0.18000000000000682,-2.8799999999999955,0.5452396800634127,1,0
Cleveland Cavaliers,Atlanta Hawks,127,105,1,200.7,194.76000000000002,100.35,98.1,30.33,28.439999999999998,48.6,42.39,30.419999999999998,30.6,208.07999999999998,201.42000000000002,99.81,92.34,28.35,22.770000000000003,45.629999999999995,47.16,49.68,43.2,8.009999999999991,-1.710000000000008,7.559999999999995,0.0899999999999963,1.4400000000000048,-3.239999999999995,-12.780000000000005,-19.08,-0.7200000000000273,-13.319999999999965,0.7428320468113923,1,1
Orlando Magic,Detroit Pistons,116,112,1,201.87,195.75,93.69,97.56,23.580000000000002,27.36,45.81,41.49000000000001,44.55,29.610000000000003,192.42000000000002,203.94,93.15,98.82,26.910000000000004,25.11,46.62,42.75,31.77,41.040000000000006,-5.1299999999999955,4.409999999999997,-1.5299999999999976,0.44999999999999574,3.0600000000000023,-5.129999999999988,3.509999999999991,-2.1599999999999966,-2.069999999999993,3.329999999999984,0.489188522406496,0,0
Brooklyn Nets,Toronto Raptors,101,91,1,196.92000000000002,187.47000000000003,96.39,87.30000000000001,28.98,25.740000000000002,46.800000000000004,50.67,39.6,31.14,193.41000000000003,196.65,96.48,98.91,27.270000000000003,33.48,42.3,52.47,29.07,28.89,-2.519999999999996,-9.179999999999993,-4.4999999999999964,-1.5300000000000011,-5.669999999999995,8.370000000000005,10.71,2.0700000000000003,0.27000000000001023,-5.939999999999998,0.33794342730111454,0,0
Indiana Pacers,Milwaukee Bucks,118,111,1,200.79000000000002,189.09,99.81,93.24000000000001,24.93,29.34,40.769999999999996,41.760000000000005,30.060000000000002,35.64,205.74,197.10000000000002,99.36,93.06,25.47,22.05,46.620000000000005,40.95,37.17,30.24,6.75,-6.11999999999999,2.879999999999999,3.870000000000001,-0.18000000000000682,-4.859999999999999,-0.17999999999999616,-1.5300000000000011,3.6899999999999977,-16.650000000000006,0.5535841983101383,1,1
New York Knicks,Washington Wizards,96,114,0,194.85000000000002,202.41,94.13999999999999,94.41,27.900000000000002,23.040000000000003,47.61,49.230000000000004,35.370000000000005,39.06,195.48,207.09,95.67,97.74000000000001,25.65,25.83,41.94,48.51,33.03,48.870000000000005,-3.6000000000000227,-1.2600000000000051,2.070000000000004,-2.609999999999996,-0.8999999999999986,7.290000000000006,-13.5,6.030000000000001,-12.23999999999998,6.930000000000007,0.553894003332041,1,0
